image_name,label_1_extral,label_1_insider,label_2_extral,label_2_insider,label_3_extral,label_3_insider,label_4_extral,label_4_insider,label_5_extral,label_5_insider,label_6_extral,label_6_insider,label_7_extral,label_7_insider,label_8_extral,label_8_insider
data080.png,1421.5331746339798,1646.2069400548935,91.49747347831726,22.64252483844757,1402.6042407751083,3665.148127436638,589.6711347103119,181.61222875118256,862.8498464822769,2097.5496999025345,2135.7556010484695,6097.752356767654,672.68332695961,188.6813108921051,732.4650703668594,435.5925381183624
